VendorID,lpep_pickup_datetime,Lpep_dropoff_datetime,Store_and_fwd_flag,RateCodeID,Pickup_longitude,Pickup_latitude,Dropoff_longitude,Dropoff_latitude,Passenger_count,Trip_distance,Fare_amount,Extra,MTA_tax,Tip_amount,Tolls_amount,Ehail_fee,improvement_surcharge,Total_amount,Payment_type,Trip_type 
1,2016-02-01 08:13:23,2016-02-01 08:39:23,N,1,-73.97869873046875,40.670612335205078,-73.990547180175781,40.692489624023438,1,2.30,16,0,0.5,2.5,0,,0.3,19.3,1,1
1,2016-02-01 08:13:18,2016-02-01 08:20:44,N,1,-73.9276123046875,40.862957000732422,-73.912269592285156,40.884689331054687,2,2.20,9,0,0.5,2.45,2.54,,0.3,14.79,1,1
1,2016-02-01 08:13:20,2016-02-01 08:35:01,N,1,-73.944206237792969,40.646297454833984,-73.897621154785156,40.640827178955078,1,4.30,17.5,0,0.5,3.65,0,,0.3,21.95,1,1
1,2016-02-01 08:13:13,2016-02-01 08:32:00,N,1,-73.84423828125,40.721332550048828,-73.801239013671875,40.702991485595703,1,3.00,14.5,0,0.5,0,0,,0.3,15.3,2,1
1,2016-02-01 08:13:07,2016-02-01 08:18:49,N,1,-73.964927673339844,40.806312561035156,-73.95794677734375,40.8179931640625,1,.90,6,0,0.5,0,0,,0.3,6.8,2,1
1,2016-02-01 08:13:06,2016-02-01 08:40:58,N,5,-73.922294616699219,40.808815002441406,-73.836929321289062,40.873512268066406,1,9.40,18,0,0,0,0,,0,18,2,2
1,2016-02-01 08:13:07,2016-02-01 09:15:36,N,1,-73.988983154296875,40.702556610107422,-73.797683715820313,40.64471435546875,1,17.80,59,0,0.5,10,0,,0.3,69.8,1,1
1,2016-02-01 08:12:59,2016-02-01 08:22:40,N,1,-73.954338073730469,40.587413787841797,-73.962997436523438,40.613811492919922,1,2.10,9.5,0,0.5,3.05,0,,0.3,13.35,1,1
1,2016-02-01 08:12:56,2016-02-01 08:38:19,N,1,-73.908035278320313,40.873706817626953,-73.946662902832031,40.810108184814453,1,5.60,22.5,0,0.5,0,0,,0.3,23.3,2,1
1,2016-02-01 08:12:48,2016-02-01 08:19:00,N,1,-73.996490478515625,40.685844421386719,-73.990890502929688,40.695171356201172,1,.90,6,0,0.5,3,0,,0.3,9.8,1,1
1,2016-02-01 08:13:10,2016-02-01 08:27:44,N,1,-73.927642822265625,40.818187713623047,-73.949554443359375,40.802261352539063,1,1.90,11,0,0.5,0,0,,0.3,11.8,2,1
1,2016-02-01 08:12:44,2016-02-01 08:32:39,N,1,-73.9903564453125,40.664054870605469,-74.013595581054688,40.715007781982422,1,3.90,16,0,0.5,4.45,5.54,,0.3,26.79,1,1
1,2016-02-01 08:12:32,2016-02-01 08:21:57,N,1,-73.861953735351563,40.730484008789063,-73.885818481445313,40.744373321533203,1,1.90,8.5,0,0.5,0,0,,0.3,9.3,2,1
1,2016-02-01 08:12:14,2016-02-01 08:18:19,N,1,-73.899185180664062,40.813583374023438,-73.909217834472656,40.818927764892578,2,.70,6,0,0.5,0,0,,0.3,6.8,2,1
1,2016-02-01 08:12:03,2016-02-01 08:25:56,N,1,-73.960037231445312,40.656154632568359,-73.988609313964844,40.661212921142578,1,2.00,11,0,0.5,0,0,,0.3,11.8,2,1
1,2016-02-01 08:11:51,2016-02-01 08:35:46,N,1,-73.965568542480469,40.710464477539063,-73.982437133789062,40.677192687988281,1,4.00,18,0,0.5,0,0,,0.3,18.8,2,1
1,2016-02-01 08:11:45,2016-02-01 08:33:48,N,1,-73.938926696777344,40.805622100830078,-73.969512939453125,40.790264129638672,1,2.60,15,0,0.5,3.15,0,,0.3,18.95,1,1
1,2016-02-01 08:11:40,2016-02-01 08:19:20,N,1,-73.889541625976563,40.747146606445313,-73.923286437988281,40.747241973876953,1,1.80,8,0,0.5,0,0,,0.3,8.8,2,1
1,2016-02-01 08:11:25,2016-02-01 08:21:30,N,1,-73.941169738769531,40.813640594482422,-73.939491271972656,40.805145263671875,1,.80,8,0,0.5,0,0,,0.3,8.8,2,1
1,2016-02-01 08:11:26,2016-02-01 08:17:12,N,1,-73.942253112792969,40.786472320556641,-73.948249816894531,40.793144226074219,2,.70,6,0,0.5,0,0,,0.3,6.8,2,1
1,2016-02-01 08:11:21,2016-02-01 08:58:22,N,1,-73.949874877929688,40.801891326904297,-74.007644653320312,40.720561981201172,1,9.50,35.5,0,0.5,5,0,,0.3,41.3,1,1
1,2016-02-01 08:11:16,2016-02-01 08:22:37,N,1,-73.954826354980469,40.688129425048828,-73.975502014160156,40.696849822998047,2,1.70,9,0,0.5,0,0,,0.3,9.8,2,1
1,2016-02-01 08:11:04,2016-02-01 08:33:18,N,1,-73.966644287109375,40.804283142089844,-73.940414428710938,40.805606842041016,1,1.90,15,0,0.5,3.95,0,,0.3,19.75,1,1
1,2016-02-01 08:11:00,2016-02-01 08:21:13,N,1,-73.963691711425781,40.81109619140625,-73.954521179199219,40.802394866943359,1,1.30,8.5,0,0.5,2.3,0,,0.3,11.6,1,1
